date,description,amount,category,flagged
2023-07-24,Dining Out,178.3,Entertainment,False
2023-08-18,Bar,368.34,Dining,False
2025-03-30,Electronics Store,283.98,Shopping,True
2024-01-11,Insurance,134.25,Healthcare,False
2023-12-30,Airline Ticket,760.5,Travel,True
2023-12-18,Apartment Payment,2281.31,Rent,True
2024-02-15,Cafe,160.84,Dining,False
2024-12-18,Mortgage,2410.13,Rent,False
2023-10-09,Whole Foods,129.45,Groceries,True
2025-04-21,Hotel,1525.54,Travel,True
2024-11-17,Dentist,318.0,Healthcare,True
2024-08-13,Conference,332.96,Education,False
2025-04-23,Pharmacy,371.27,Healthcare,True
2023-06-27,Best Buy,348.32,Shopping,True
2024-12-27,Hotel,1080.69,Travel,False
2024-12-07,Gas,107.72,Transportation,True
2024-02-14,Amazon Prime,312.15,Entertainment,False
2023-08-15,Online Course,243.29,Education,True
2024-12-15,Costco,63.15,Groceries,True
2023-09-20,Local Market,97.56,Groceries,True
2024-02-20,Clothing Store,68.44,Shopping,True
2024-01-05,Best Buy,226.92,Shopping,False
2023-10-01,Internet Bill,461.77,Utilities,True
2023-07-25,Gas Bill,490.83,Utilities,False
2024-12-04,Rental Car,138.68,Travel,True
2023-05-07,Electronics Store,487.45,Shopping,True
2023-10-12,Spotify,179.17,Entertainment,True
2024-12-21,Bar,62.62,Dining,False
2024-10-09,Vacation,985.12,Travel,True
2024-11-12,Doctor Visit,486.3,Healthcare,False
2024-10-24,Netflix,436.77,Entertainment,False
2023-09-01,Mortgage,2105.83,Rent,True
2024-03-08,Pharmacy,349.64,Healthcare,False
2024-08-12,Netflix,450.94,Entertainment,True
2025-02-09,Hulu,139.4,Entertainment,False
2024-12-02,Vacation,715.8,Travel,False
2023-09-23,Apple Store,214.18,Shopping,False
2023-12-22,Costco,182.85,Groceries,True
2024-11-13,Cable Bill,256.7,Utilities,False
2024-10-03,Cafe,333.3,Dining,False
2023-08-23,Amazon Prime,172.58,Entertainment,True
2024-08-23,House Payment,1752.87,Rent,True
2025-02-07,Doctor Visit,164.7,Healthcare,False
2023-07-13,Hulu,489.09,Entertainment,False
2024-04-20,Parking,234.85,Transportation,True
2024-01-10,Hotel,894.13,Travel,False
2025-03-12,House Payment,2654.09,Rent,False
2024-05-27,Costco,90.86,Groceries,True
2023-09-25,Bar,319.62,Dining,False
2024-06-17,Clothing Store,325.44,Shopping,False
2023-09-10,Hotel,982.9,Travel,False
2025-02-25,Dining Out,168.64,Entertainment,True
2024-11-30,Car Maintenance,202.42,Transportation,True
2024-03-06,Fast Food,97.53,Dining,True
2024-07-15,Airbnb,428.82,Travel,False
2025-02-16,Lyft,246.57,Transportation,False
2024-03-16,Books,482.7,Education,True
2024-12-25,Spotify,122.48,Entertainment,False
2024-03-31,Whole Foods,25.68,Groceries,False
2023-12-04,Uber,161.55,Transportation,True
2024-01-12,Hotel,1498.0,Travel,False
2023-07-23,Clothing Store,153.96,Shopping,True
2024-12-05,Pharmacy,384.48,Healthcare,True
2024-01-21,Walmart,182.21,Groceries,True
2023-12-23,Apartment Payment,1399.05,Rent,False
2024-02-11,Mortgage,1902.13,Rent,True
2024-03-20,Dining Out,127.05,Entertainment,True
2024-12-30,Best Buy,243.31,Shopping,False
2023-12-12,Airline Ticket,778.92,Travel,False
2023-10-18,Gas,278.67,Transportation,True
2024-10-04,Dining Out,185.64,Entertainment,True
2025-02-10,Public Transit,62.8,Transportation,True
2024-01-20,Whole Foods,103.63,Groceries,False
2024-07-13,Amazon,459.76,Shopping,False
2023-08-15,Electronics Store,232.94,Shopping,True
2023-07-29,Public Transit,74.49,Transportation,True
2024-08-28,Netflix,40.98,Entertainment,True
2024-04-04,Coffee Shop,341.64,Dining,True
2024-02-13,Whole Foods,136.37,Groceries,True
2023-10-28,Phone Bill,473.15,Utilities,False
2024-11-07,Phone Bill,463.8,Utilities,False
2023-10-26,Online Course,157.2,Education,False
2024-08-11,Safeway,156.46,Groceries,True
2024-09-22,Spotify,337.8,Entertainment,False
2023-05-01,Apple Store,455.19,Shopping,True
2023-08-01,Airbnb,795.08,Travel,True
2024-04-23,Doctor Visit,491.31,Healthcare,False
2024-09-22,House Payment,1518.34,Rent,False
2025-01-08,Workshop,141.79,Education,True
2024-10-21,Electronics Store,366.01,Shopping,True
2023-06-19,Doctor Visit,429.0,Healthcare,True
2024-01-26,Spotify,188.78,Entertainment,False
2024-02-18,Movie Tickets,257.5,Entertainment,False
2023-06-11,Uber,395.25,Transportation,False
2023-07-02,Coffee Shop,162.08,Dining,False
2023-09-10,Costco,135.9,Groceries,False
2024-06-01,Amazon Prime,394.13,Entertainment,False
2024-01-08,Public Transit,376.15,Transportation,True
2024-07-02,Phone Bill,253.41,Utilities,True
2023-11-18,Optometrist,185.86,Healthcare,False
2023-09-09,Airbnb,1501.85,Travel,True
2024-12-11,Water Bill,291.46,Utilities,False
2023-09-06,Gas Bill,250.9,Utilities,False
2024-05-07,Cable Bill,186.14,Utilities,True
2023-12-23,Trader Joe's,85.33,Groceries,False
2024-11-25,Apartment Payment,2142.21,Rent,False
2025-01-26,Cable Bill,191.55,Utilities,False
2024-02-14,Vacation,361.51,Travel,True
2023-08-01,Lyft,368.71,Transportation,True
2024-04-11,Gas,244.11,Transportation,False
2024-04-16,Amazon Prime,63.94,Entertainment,True
2024-05-26,Apartment Payment,1517.12,Rent,False
2023-07-03,Rental Car,1700.44,Travel,True
2024-12-08,House Payment,811.49,Rent,False
2024-06-10,Whole Foods,63.79,Groceries,False
2023-12-19,Monthly Rent,1082.33,Rent,True
2024-07-29,Rental Car,1007.87,Travel,True
2024-02-08,Lyft,420.17,Transportation,False
2024-10-02,Spotify,86.3,Entertainment,True
2023-07-13,Target,132.16,Groceries,False
2023-05-16,Books,328.86,Education,False
2023-05-03,Amazon,380.11,Shopping,False
2024-09-23,Airbnb,250.81,Travel,True
2024-09-21,Apple Store,128.26,Shopping,True
2024-06-08,Parking,338.51,Transportation,True
2024-07-23,Concert,168.65,Entertainment,False
2024-04-09,Conference,217.56,Education,False
2024-03-28,Gas,348.96,Transportation,False
2025-04-15,Doctor Visit,34.63,Healthcare,False
2024-02-19,Apple Store,472.36,Shopping,True
2024-07-18,Parking,173.77,Transportation,True
2024-07-13,Dentist,47.07,Healthcare,True
2024-01-10,Restaurant,380.17,Dining,True
2024-07-11,Local Market,261.51,Groceries,True
2024-07-20,Phone Bill,318.56,Utilities,False
2024-11-09,Apartment Payment,2724.88,Rent,True
2024-08-15,Safeway,120.57,Groceries,False
2024-04-12,Costco,184.15,Groceries,True
2024-04-10,Monthly Rent,2731.34,Rent,False
2024-02-22,Parking,386.83,Transportation,False
2024-07-27,Amazon,82.77,Shopping,False
2024-04-15,Dining Out,139.31,Entertainment,False
2024-04-06,Netflix,382.8,Entertainment,True
2024-09-06,Internet Bill,483.83,Utilities,True
2025-04-28,Electric Bill,210.64,Utilities,False
2024-10-18,Tuition,142.84,Education,False
2024-04-22,Dining Out,451.68,Entertainment,False
2023-12-30,Conference,99.32,Education,False
2024-12-02,Gas,124.74,Transportation,True
2024-09-25,Hulu,474.73,Entertainment,False
2024-10-21,Optometrist,492.28,Healthcare,False
2024-03-22,Trader Joe's,45.76,Groceries,True
2024-07-30,Rental Car,1696.59,Travel,True
2024-09-14,Mortgage,2872.99,Rent,False
2023-12-26,Costco,83.93,Groceries,True
2024-11-07,Dentist,169.96,Healthcare,True
2023-08-13,Parking,299.22,Transportation,True
2024-07-17,Internet Bill,314.05,Utilities,True
2024-12-20,Airbnb,800.35,Travel,True
2024-03-21,Public Transit,58.5,Transportation,False
2024-06-21,Insurance,278.65,Healthcare,False
2023-10-27,Tuition,222.0,Education,True
2025-04-14,Hotel,616.1,Travel,False
2025-01-30,Apple Store,148.25,Shopping,False
2023-12-24,Costco,244.33,Groceries,True
2023-11-02,Parking,174.63,Transportation,False
2024-11-13,Vacation,1668.86,Travel,True
2023-06-16,Books,470.29,Education,False
2024-09-26,Hotel,1500.79,Travel,True
2024-01-16,Conference,50.39,Education,True
2024-07-08,Books,173.39,Education,True
2023-05-19,Electric Bill,112.28,Utilities,True
2024-09-30,Hotel,1693.26,Travel,True
2023-07-06,Optometrist,438.65,Healthcare,True
2025-01-16,Amazon,23.04,Shopping,False
2025-03-16,Workshop,121.69,Education,True
2024-12-19,Bar,191.7,Dining,False
2024-05-26,Workshop,322.66,Education,True
2024-04-06,Water Bill,57.76,Utilities,False
2024-09-04,Fast Food,404.89,Dining,False
2024-02-27,Conference,231.49,Education,False
2023-05-06,Clothing Store,364.39,Shopping,False
2025-03-24,Apple Store,323.74,Shopping,True
2024-06-01,Electronics Store,476.32,Shopping,True
2024-09-24,Apple Store,381.67,Shopping,True
2025-03-12,Cafe,286.94,Dining,True
2024-09-14,Airline Ticket,881.17,Travel,False
2024-08-03,Conference,260.19,Education,True
2024-01-26,Car Maintenance,362.88,Transportation,True
2024-11-29,Electronics Store,223.82,Shopping,False
2024-10-12,Amazon Prime,106.33,Entertainment,True
2023-05-10,Clothing Store,184.99,Shopping,True
2023-06-15,Netflix,62.62,Entertainment,False
2025-03-28,Rental Car,828.61,Travel,False
2024-08-27,Parking,316.42,Transportation,False
2024-11-13,Monthly Rent,1885.68,Rent,True
2024-01-24,Safeway,269.98,Groceries,True
2024-01-20,Best Buy,20.35,Shopping,False
2024-12-17,Mortgage,1553.91,Rent,False
2025-02-20,Walmart,61.73,Groceries,False
2023-12-10,Local Market,49.85,Groceries,False
2023-05-31,Electric Bill,224.89,Utilities,False
2024-04-01,Local Market,277.07,Groceries,False
2023-10-19,Gas,6.92,Transportation,True
2025-03-15,Safeway,228.46,Groceries,False
2023-11-26,Water Bill,412.03,Utilities,False
2024-06-05,Mortgage,1620.74,Rent,True
2023-08-18,Pharmacy,23.42,Healthcare,True
2023-11-25,Conference,79.64,Education,True
2025-03-06,Coffee Shop,391.6,Dining,False
2023-12-08,Dining Out,232.65,Entertainment,True
2024-12-31,Spotify,356.53,Entertainment,True
2025-02-25,Movie Tickets,223.97,Entertainment,False
2023-05-10,Amazon,155.08,Shopping,True
2024-01-25,Costco,269.2,Groceries,True
2025-01-12,House Payment,1424.15,Rent,True
2024-04-27,Insurance,459.62,Healthcare,False
2024-06-13,Water Bill,179.28,Utilities,False
2024-12-24,Restaurant,75.9,Dining,True
2025-03-02,Pharmacy,466.19,Healthcare,False
2023-10-05,Best Buy,30.91,Shopping,True
2025-01-29,Hulu,201.98,Entertainment,True
2024-09-11,Coffee Shop,171.93,Dining,True
2025-03-04,Car Maintenance,437.46,Transportation,True
2023-06-16,Restaurant,429.39,Dining,False
2024-08-14,Electronics Store,381.99,Shopping,True
2023-09-28,Phone Bill,235.26,Utilities,False
2024-12-10,Best Buy,413.02,Shopping,True
2023-09-03,Doctor Visit,440.38,Healthcare,False
2023-07-04,Rental Car,880.56,Travel,True
2024-08-07,Uber,113.04,Transportation,False
2024-04-02,Gas,67.71,Transportation,False
2024-10-02,Coffee Shop,254.2,Dining,True
2023-12-20,Mortgage,2480.16,Rent,True
2024-02-12,Internet Bill,118.35,Utilities,False
2024-03-16,Whole Foods,159.4,Groceries,False
2024-07-25,Concert,485.74,Entertainment,False
2023-06-13,Target,148.67,Groceries,True
2023-06-06,Public Transit,254.76,Transportation,False
2024-05-08,Mortgage,2671.9,Rent,True
2024-06-26,Clothing Store,394.65,Shopping,True
2023-10-10,Monthly Rent,1524.56,Rent,True
2023-05-03,Vacation,298.66,Travel,True
2024-04-10,Car Maintenance,211.89,Transportation,True
2024-06-16,Car Maintenance,337.19,Transportation,True
2023-12-26,Cafe,361.64,Dining,True
2025-03-20,Water Bill,328.24,Utilities,True
2023-10-08,Hotel,996.87,Travel,True
2024-02-18,Kroger,250.01,Groceries,False
2025-04-17,House Payment,1548.35,Rent,False
2024-06-03,Conference,149.98,Education,True
2024-08-23,Electronics Store,122.19,Shopping,True
2024-12-02,Coffee Shop,448.88,Dining,False
2023-06-25,Doctor Visit,345.32,Healthcare,True
2024-05-03,Apartment Payment,2394.08,Rent,True
2025-03-13,Pharmacy,67.19,Healthcare,True
2023-05-20,Parking,273.45,Transportation,True
2024-11-21,Kroger,299.45,Groceries,False
2024-10-16,Workshop,213.53,Education,True
2024-07-18,Coffee Shop,369.92,Dining,False
2025-03-09,Clothing Store,297.61,Shopping,True
2023-05-18,Online Course,37.65,Education,False
2025-01-08,Dentist,87.89,Healthcare,True
2024-02-03,Trader Joe's,130.83,Groceries,False
2024-01-28,Rental Car,438.58,Travel,False
2023-06-03,Car Maintenance,293.11,Transportation,False
2024-01-21,Walmart,131.87,Groceries,False
2024-12-24,House Payment,1336.49,Rent,True
2024-06-06,Clothing Store,311.07,Shopping,True
2023-07-09,Safeway,68.93,Groceries,True
2024-12-30,Mortgage,2395.73,Rent,True
2023-06-08,Fast Food,451.27,Dining,False
2024-05-14,Doctor Visit,119.14,Healthcare,False
2024-04-21,Netflix,191.25,Entertainment,False
2024-12-10,Netflix,133.69,Entertainment,True
2024-01-14,Clothing Store,366.15,Shopping,False
2024-06-22,Optometrist,336.25,Healthcare,False
2025-03-31,Apartment Payment,2935.29,Rent,False
2023-06-09,Phone Bill,453.17,Utilities,False
2023-05-22,House Payment,1000.24,Rent,False
2024-04-28,Water Bill,431.19,Utilities,False
2023-10-11,Mortgage,1124.06,Rent,True
2025-01-31,Monthly Rent,1996.19,Rent,False
2024-06-25,Gas Bill,219.97,Utilities,True
2024-03-11,Cafe,124.2,Dining,True
2024-05-07,Movie Tickets,137.15,Entertainment,True
2023-10-29,Coffee Shop,420.47,Dining,False
2024-12-22,Online Course,326.76,Education,False
2025-03-23,Workshop,366.02,Education,True
2024-07-23,Coffee Shop,420.35,Dining,True
2024-08-13,Water Bill,490.2,Utilities,True
2023-11-14,Target,158.06,Groceries,False
2023-05-29,Vacation,489.55,Travel,False
2023-10-25,Uber,278.4,Transportation,False
2024-12-13,Target,59.0,Groceries,True
2023-09-05,Dentist,374.55,Healthcare,True
2024-09-30,Fast Food,175.18,Dining,False
2023-10-05,Gas Bill,453.97,Utilities,False
2023-12-21,Conference,316.21,Education,True
2025-04-23,Safeway,24.86,Groceries,True
2024-07-07,Airline Ticket,719.82,Travel,False
2024-09-12,Water Bill,372.17,Utilities,True
2023-07-02,Conference,221.67,Education,True
2024-02-07,Safeway,276.65,Groceries,False
2025-01-11,Apple Store,379.89,Shopping,False
2024-12-27,Mortgage,1501.45,Rent,True
2023-06-19,Dentist,222.44,Healthcare,True
2024-11-19,Tuition,227.42,Education,False
2023-09-03,Best Buy,174.42,Shopping,True
2025-01-24,Safeway,126.24,Groceries,True
2023-12-11,Public Transit,240.44,Transportation,False
2023-11-04,Workshop,78.06,Education,False
2024-06-07,Electronics Store,384.62,Shopping,True
2024-04-18,Airline Ticket,1275.09,Travel,True
2023-07-24,Walmart,75.27,Groceries,False
2023-10-01,Clothing Store,493.1,Shopping,False
2023-11-26,Uber,181.75,Transportation,False
2023-09-02,Hotel,262.55,Travel,False
2025-02-21,Clothing Store,15.93,Shopping,True
2025-03-06,Uber,294.49,Transportation,False
2023-10-21,Monthly Rent,1839.32,Rent,False
2024-09-19,Best Buy,352.94,Shopping,False
2023-07-25,Public Transit,194.63,Transportation,True
2024-12-18,Electronics Store,49.67,Shopping,False
2025-04-29,Vacation,527.2,Travel,True
2023-10-21,Lyft,232.62,Transportation,True
2023-12-11,Whole Foods,290.85,Groceries,False
2024-06-26,Target,208.05,Groceries,False
2023-06-22,Electronics Store,214.53,Shopping,False
2023-09-11,Cafe,5.98,Dining,False
2023-05-04,Concert,123.03,Entertainment,True
2023-10-03,Local Market,238.53,Groceries,True
2025-04-21,Coffee Shop,315.09,Dining,True
2024-05-03,Uber,122.82,Transportation,False
2023-06-23,Gas Bill,456.0,Utilities,True
2023-12-25,Insurance,463.07,Healthcare,False
2024-09-11,Apple Store,436.82,Shopping,False
2024-06-27,Insurance,433.39,Healthcare,True
2023-07-09,Netflix,374.2,Entertainment,False
2023-12-08,Airline Ticket,200.08,Travel,True
2023-08-14,Apartment Payment,1354.71,Rent,True
2025-01-06,Workshop,426.37,Education,False
2025-04-27,Dining Out,292.23,Entertainment,True
2024-01-01,Electric Bill,201.93,Utilities,False
2025-04-06,Books,105.88,Education,True
2025-04-12,Kroger,76.41,Groceries,False
2024-03-24,Target,151.63,Groceries,True
2025-02-25,Walmart,284.66,Groceries,True
2025-02-21,Best Buy,433.19,Shopping,True
2023-08-17,Airbnb,381.79,Travel,False
2024-09-04,Coffee Shop,430.01,Dining,True
2023-06-15,Parking,159.35,Transportation,False
2024-08-31,Airline Ticket,1579.5,Travel,False
2024-07-14,Bar,185.53,Dining,True
2024-11-29,Tuition,423.31,Education,False
2024-08-05,Amazon Prime,283.83,Entertainment,True
2024-05-04,Restaurant,35.74,Dining,False
2025-01-25,Apple Store,112.68,Shopping,True
2023-08-24,Monthly Rent,2654.52,Rent,True
2025-02-09,Apartment Payment,891.3,Rent,False
2024-03-23,Dining Out,376.81,Entertainment,True
2024-11-23,Books,421.55,Education,False
2024-01-25,Doctor Visit,268.73,Healthcare,False
2024-08-29,Online Course,222.9,Education,True
2024-08-27,Cafe,73.19,Dining,False
2024-12-04,Concert,24.33,Entertainment,True
2023-08-02,Online Course,22.71,Education,False
2024-05-24,Costco,152.49,Groceries,False
2023-09-13,Coffee Shop,18.16,Dining,True
2023-11-27,Hulu,24.44,Entertainment,False
2024-11-25,Vacation,378.33,Travel,True
2024-08-13,Netflix,119.74,Entertainment,True
2024-01-31,Pharmacy,412.09,Healthcare,True
2024-04-17,Books,206.65,Education,False
2024-01-21,Best Buy,60.66,Shopping,True
2024-06-23,Cable Bill,390.78,Utilities,True
2023-12-05,Water Bill,374.63,Utilities,False
2024-07-17,Online Course,56.98,Education,True
2024-12-25,Amazon Prime,155.15,Entertainment,True
2023-06-04,Concert,308.12,Entertainment,False
2023-07-18,Lyft,249.03,Transportation,True
2024-10-26,Gas,354.83,Transportation,False
2024-03-23,Kroger,186.4,Groceries,True
2023-08-22,Pharmacy,472.93,Healthcare,True
2024-05-04,Online Course,221.5,Education,True
2023-05-05,Safeway,241.45,Groceries,True
2024-03-27,Best Buy,328.23,Shopping,True
2024-08-24,Mortgage,2201.69,Rent,False
2023-07-16,House Payment,2570.16,Rent,True
2023-12-02,Water Bill,284.49,Utilities,False
2024-03-29,Gas Bill,476.1,Utilities,True
2024-05-16,Airbnb,798.12,Travel,True
2024-12-22,Hotel,1813.42,Travel,True
2023-08-13,Apple Store,79.97,Shopping,True
2023-05-08,Uber,325.19,Transportation,False
2023-11-23,Conference,215.78,Education,True
2024-11-06,Doctor Visit,26.24,Healthcare,False
2024-04-30,Lyft,465.65,Transportation,False
2025-01-16,Apartment Payment,2070.57,Rent,False
2023-05-14,Public Transit,188.87,Transportation,True
2024-09-10,Hotel,1691.76,Travel,True
2023-10-18,Airbnb,696.09,Travel,False
2024-10-04,Optometrist,98.01,Healthcare,True
2025-01-12,Trader Joe's,219.12,Groceries,True
2023-12-27,Clothing Store,96.8,Shopping,True
2023-08-02,Local Market,299.05,Groceries,True
2024-01-19,Target,26.39,Groceries,False
2024-12-22,Kroger,190.59,Groceries,True
2023-05-23,Gas Bill,408.75,Utilities,False
2025-03-04,Vacation,802.82,Travel,True
2023-08-23,Public Transit,9.22,Transportation,True
2024-11-24,Clothing Store,317.16,Shopping,False
2024-11-06,Vacation,1725.32,Travel,True
2023-10-12,Airbnb,233.09,Travel,True
2024-06-10,Cafe,170.61,Dining,True
2024-04-23,Airline Ticket,310.43,Travel,True
2024-02-13,Rental Car,379.65,Travel,True
2025-01-02,Cable Bill,499.78,Utilities,True
2025-02-02,House Payment,2866.79,Rent,False
2023-09-10,Conference,220.51,Education,False
2025-03-08,Kroger,298.43,Groceries,False
2024-07-19,Parking,412.67,Transportation,False
2023-12-01,House Payment,2951.33,Rent,True
2023-11-20,Pharmacy,273.46,Healthcare,False
2024-01-08,Dentist,18.43,Healthcare,False
2024-01-10,Books,470.39,Education,False
2025-01-03,Restaurant,418.19,Dining,True
2023-07-09,Electric Bill,194.71,Utilities,False
2024-07-20,Spotify,236.3,Entertainment,True
2024-06-03,Gas,391.47,Transportation,False
2025-04-29,Conference,207.71,Education,False
2024-11-16,Movie Tickets,384.19,Entertainment,False
2023-07-14,Hulu,384.18,Entertainment,False
2024-08-20,Car Maintenance,342.8,Transportation,True
2023-06-18,Internet Bill,329.66,Utilities,False
2024-09-18,Apple Store,60.37,Shopping,False
2023-08-15,Fast Food,116.43,Dining,True
2023-06-24,Electric Bill,66.88,Utilities,False
2024-02-03,Phone Bill,474.53,Utilities,False
2024-08-28,Local Market,230.57,Groceries,True
2024-09-27,Workshop,299.84,Education,False
2025-04-08,Internet Bill,424.11,Utilities,True
2024-08-18,Optometrist,387.18,Healthcare,True
2024-06-20,Netflix,361.66,Entertainment,False
2024-02-11,Spotify,128.26,Entertainment,True
2023-06-14,Mortgage,1504.46,Rent,True
2024-07-07,Conference,120.09,Education,False
2023-06-15,Bar,251.95,Dining,True
2023-09-03,Dining Out,74.85,Entertainment,False
2024-02-21,Best Buy,128.36,Shopping,False
2024-11-13,Netflix,321.18,Entertainment,True
2024-01-06,Monthly Rent,1962.35,Rent,False
2024-01-17,Vacation,1317.35,Travel,False
2025-02-25,Gas Bill,51.94,Utilities,True
2024-01-10,Bar,272.35,Dining,True
2023-05-28,Apartment Payment,1645.24,Rent,True
2023-05-17,Walmart,119.71,Groceries,True
2024-06-09,Kroger,142.29,Groceries,False
2025-04-13,Clothing Store,271.07,Shopping,False
2025-02-26,Workshop,464.95,Education,False
2024-11-21,Online Course,443.5,Education,True
2023-09-04,Whole Foods,246.5,Groceries,False
2023-05-31,Books,139.76,Education,True
2025-03-01,Apple Store,404.63,Shopping,False
2025-01-19,Apartment Payment,951.71,Rent,True
2025-04-03,Lyft,205.01,Transportation,False
2024-08-28,Cafe,65.01,Dining,False
2024-01-24,Doctor Visit,92.44,Healthcare,True
2023-07-17,Books,285.71,Education,False
2023-06-12,Workshop,470.01,Education,False
2024-10-16,Doctor Visit,135.12,Healthcare,True
2025-04-03,Concert,420.4,Entertainment,True
2023-11-20,Pharmacy,426.52,Healthcare,True
2024-10-01,Spotify,294.69,Entertainment,False
2024-06-21,Netflix,181.16,Entertainment,False
2023-08-27,Coffee Shop,461.84,Dining,True
2024-03-27,Bar,146.46,Dining,False
2023-11-13,Dentist,282.73,Healthcare,False
2023-06-02,Netflix,76.38,Entertainment,False
2024-05-17,Online Course,494.58,Education,True
2024-10-27,Parking,294.18,Transportation,True
2023-08-04,Apartment Payment,1951.15,Rent,False
2025-01-29,Workshop,482.32,Education,False
2023-05-06,Electric Bill,315.35,Utilities,False
2023-08-12,Pharmacy,218.19,Healthcare,False
2024-09-24,Coffee Shop,45.16,Dining,False
2023-12-14,Safeway,251.96,Groceries,True
2025-04-09,Movie Tickets,89.34,Entertainment,False
2024-03-05,House Payment,2837.91,Rent,False
2024-04-14,Internet Bill,301.05,Utilities,True
2024-05-01,Fast Food,450.84,Dining,False
2023-12-13,Workshop,11.34,Education,False
2024-11-23,Netflix,229.22,Entertainment,True
2025-04-21,Insurance,322.5,Healthcare,False
2023-07-12,Clothing Store,105.46,Shopping,True
2025-02-23,Doctor Visit,38.74,Healthcare,True
2024-08-17,Spotify,325.46,Entertainment,True
2024-11-12,Gas Bill,409.51,Utilities,True
2023-06-11,Cafe,424.26,Dining,True
2024-08-25,Vacation,405.44,Travel,False
2024-07-08,Workshop,176.35,Education,False
2024-04-10,Apartment Payment,1337.09,Rent,False
2024-06-24,Water Bill,266.58,Utilities,True
2025-02-08,Doctor Visit,202.62,Healthcare,False
2023-10-16,Trader Joe's,266.28,Groceries,True
2025-03-23,Phone Bill,488.42,Utilities,True
2023-12-12,Target,37.55,Groceries,False
2025-03-13,Mortgage,2481.9,Rent,False
2024-06-18,Best Buy,482.85,Shopping,False
2024-09-10,Clothing Store,477.19,Shopping,True
2025-03-31,Airbnb,1607.9,Travel,False
2024-01-14,Phone Bill,244.05,Utilities,False
2025-04-05,Insurance,413.67,Healthcare,True
2024-02-06,Uber,184.46,Transportation,False
2023-06-20,Pharmacy,130.81,Healthcare,False
2024-09-18,Amazon,54.62,Shopping,True
2023-08-25,Car Maintenance,191.94,Transportation,True
2024-11-06,Target,267.27,Groceries,False
2024-02-16,Best Buy,79.17,Shopping,False
2024-03-16,Insurance,155.78,Healthcare,True
2025-03-30,Mortgage,1537.31,Rent,False
2024-03-21,Coffee Shop,38.22,Dining,False
2025-01-03,Optometrist,124.26,Healthcare,True
2024-06-12,Walmart,107.67,Groceries,True
2024-04-17,Bar,367.59,Dining,False
2023-09-08,Airbnb,1205.59,Travel,False
2023-07-25,Costco,217.7,Groceries,True
2025-01-21,Phone Bill,377.16,Utilities,False
2025-03-18,Apple Store,137.81,Shopping,False
2025-03-05,Netflix,398.22,Entertainment,True
2025-04-26,Netflix,41.09,Entertainment,False
2023-12-05,Best Buy,131.3,Shopping,True
2025-04-18,Electronics Store,235.78,Shopping,True
2023-05-06,Monthly Rent,2942.73,Rent,True
2025-02-24,Concert,325.04,Entertainment,True
2023-06-19,Airline Ticket,1856.33,Travel,True
2024-03-06,Workshop,182.71,Education,True
2024-01-12,Water Bill,301.91,Utilities,True
2024-01-30,Best Buy,224.2,Shopping,True
2025-04-22,House Payment,1834.95,Rent,True
2024-07-16,Safeway,119.32,Groceries,False
2023-08-28,Tuition,235.59,Education,False
2024-03-14,Online Course,200.61,Education,True
2024-08-10,Mortgage,2092.59,Rent,False
2024-03-08,Books,459.56,Education,False
2023-08-16,Workshop,32.69,Education,False
2024-10-22,Doctor Visit,333.54,Healthcare,False
2024-04-15,House Payment,2215.21,Rent,False
2025-01-20,Cafe,311.15,Dining,True
2023-09-05,Safeway,207.65,Groceries,False
2024-08-16,Hulu,297.69,Entertainment,False
2024-08-10,Coffee Shop,471.47,Dining,False
2023-08-06,Movie Tickets,325.34,Entertainment,True
2024-02-26,Hulu,429.46,Entertainment,True
2024-03-05,Amazon,165.91,Shopping,True
2024-05-20,Local Market,45.44,Groceries,False
2024-08-20,Best Buy,64.65,Shopping,True
2024-09-05,Uber,464.73,Transportation,True
2023-10-18,Internet Bill,434.75,Utilities,True
2024-10-06,Pharmacy,492.87,Healthcare,True
2024-01-26,Phone Bill,244.1,Utilities,False
2024-04-16,Walmart,244.5,Groceries,False
2025-01-17,Dining Out,250.8,Entertainment,False
2023-12-06,Apartment Payment,1750.61,Rent,True
2023-04-30,Tuition,303.57,Education,False
2023-09-14,Electronics Store,139.62,Shopping,False
2024-05-24,Public Transit,324.78,Transportation,True
2023-06-08,Monthly Rent,2271.45,Rent,True
2023-06-05,Online Course,377.12,Education,False
2024-01-01,Doctor Visit,477.6,Healthcare,True
2025-04-20,Rental Car,313.79,Travel,False
2024-03-17,Optometrist,365.71,Healthcare,True
2025-02-04,Mortgage,1776.51,Rent,False
2024-04-03,Best Buy,55.22,Shopping,False
2025-04-22,Best Buy,289.69,Shopping,True
2024-04-23,Doctor Visit,358.07,Healthcare,True
2023-06-14,Tuition,474.33,Education,False
2024-03-13,Online Course,180.48,Education,False
2023-08-05,Coffee Shop,132.3,Dining,False
2025-01-09,Whole Foods,61.27,Groceries,True
2024-10-12,Doctor Visit,195.26,Healthcare,True
2024-06-12,Insurance,169.98,Healthcare,False
2025-02-01,Cable Bill,460.24,Utilities,False
2024-06-05,Electronics Store,460.5,Shopping,True
2023-11-10,Vacation,1361.68,Travel,False
2025-02-07,Netflix,407.12,Entertainment,True
2025-04-07,Pharmacy,437.35,Healthcare,True
2024-09-30,Concert,159.03,Entertainment,True
2024-07-19,Parking,103.45,Transportation,True
2023-10-22,Gas,366.86,Transportation,True
